"","Date","Experiment.Week","Location","Plant.Number","Pair","Size","Start.Time","End.Time","Avg.open.flowers.per.inflorescence","Total.inflorescenses","Total.Flowers","Honeybees","Volume","Sugar_conc","Sugar_content","Volume_var","Sugar_conc_var","Sugar_content_var","Temperature","Humidity","Wind","Speed","Gust","Pressure","Solar","Clustered","East","hotDay","visits"
"63","6/6/2017","4","Pair 4 Large","2","4","Large","2017-06-06 12:22:00","2017-06-06 12:37:00",1.72427586960079,1.39794000867204,3.12221587827283,1.73239375982297,-0.1627272974977,-0.109371780143211,-0.332080314682639,-0.585418320008745,-1.40675343055161,-1.42807825290726,1.77524625974024,"89%","NW",0.431363764158987,"6.8mph","29.94in",-0.204119982655925,TRUE,FALSE,FALSE,TRUE
"64","6/6/2017","4","Pair 4 Small","2","4","Small","2017-06-06 12:03:00","2017-06-06 12:18:00",1.35793484700045,0.845098040014257,2.20303288701471,1.5910646070265,0.146128035678238,-0.306008057224552,-0.180785200117616,-0.440691989092988,-2.15483112989989,-1.26407471625289,1.77597433112937,"89%","NW",0,"6mph","29.95in",-0.204119982655925,TRUE,FALSE,FALSE,TRUE
"65","6/6/2017","4","Pair 5 Large","2","5","Large","2017-06-06 10:28:00","2017-06-06 10:43:00",1.55630250076729,1.11394335230684,2.67024585307412,1.54406804435028,0.219125891280883,-0.29689459795504,-0.0743334481355848,-1.39751609992008,-2.01050269412963,-1.34925643543379,1.85369821177617,"71%","SSW",0.544068044350276,"11.1mph","29.96in",2.92524761306706,FALSE,FALSE,TRUE,TRUE
"66","6/6/2017","4","Pair 5 Small","2","5","Small","2017-06-06 10:55:00","2017-06-06 11:10:00",1.45939248775923,1.04139268515823,2.50078517291746,1.23044892137827,0.05595140532915,-0.363827598193703,-0.29978319045343,-0.584114131395301,-2.06352059551875,-1.20435225658924,1.85913829729453,"67%","West",0.643452676486187,"12.8mph","29.96in",2.92845986500381,FALSE,FALSE,TRUE,FALSE
"67","6/6/2017","4","Pair 6 Large","2","6","Large","2017-06-06 11:20:00","2017-06-06 11:35:00",1.56820172406699,1.79239168949825,3.36059341356525,1.41497334797082,0.193820026016113,-0.366086682450187,-0.170294288702614,-0.725869222795292,-2.83430638312757,-1.32276876599311,1.86213137931304,"66%","West",0.643452676486187,"11.1mph","29.96in",2.96877471509625,TRUE,FALSE,TRUE,TRUE
"68","6/6/2017","4","Pair 6 Small","2","6","Small","2017-06-06 11:44:00","2017-06-06 11:59:00",1.40140054078154,1.17609125905568,2.57749179983723,1.34242268082221,0.0881360887005513,-0.189640267696944,-0.161918683755867,-0.339405003119602,-1.40182357127874,-1.22962984254732,1.77597433112937,"89%","NW",0,"6mph","29.95in",-0.204119982655925,TRUE,FALSE,FALSE,TRUE
"69","6/6/2017","4","Pair 7 Large","1","7","Large","2017-06-06 11:33:00","2017-06-06 11:49:00",1.30102999566398,1.44715803134222,2.7481880270062,0.698970004336019,0.122215878272827,-0.332073138107255,-0.240143372659319,-0.362135178065811,-1.90420252618714,-1.10477434007022,1.86451108105839,"64%","West",0.785329835010767,"13.6mph","29.96in",2.99260873996736,TRUE,TRUE,TRUE,FALSE
"70","6/6/2017","4","Pair 7 Small","1","7","Small","2017-06-06 11:56:00","2017-06-06 12:11:00",1.25527250510331,1,2.25527250510331,0,-0.0579919469776868,-0.220527198258449,-0.324049898591858,-0.553933923510769,-1.42919987725083,-1.34758763385131,1.77597433112937,"89%","NW",0,"6mph","29.95in",-0.204119982655925,TRUE,TRUE,FALSE,FALSE
"71","6/6/2017","4","Pair 8 Large","1","8","Large","2017-06-06 11:22:00","2017-06-06 11:37:00",1.55630250076729,1.30102999566398,2.85733249643127,1.60205999132796,0.301029995663981,-0.296261255712237,-0.000271518909690074,-0.0201387637413329,-1.73397431233574,-0.604962613761272,1.86213137931304,"66%","West",0.643452676486187,"11.1mph","29.96in",2.96877471509625,FALSE,FALSE,TRUE,TRUE
"72","6/6/2017","4","Pair 8 Small","1","8","Small","2017-06-06 11:44:00","2017-06-06 11:59:00",1.45024910831936,1.14612803567824,2.5963771439976,0.903089986991944,0.193820026016113,-0.227298489362919,-0.0809219076239261,-0.382934100047079,-1.18754601669943,-1.10880131366304,1.77597433112937,"89%","NW",0,"6mph","29.95in",-0.204119982655925,FALSE,FALSE,FALSE,FALSE
"73","6/8/2017","4","Pair 2 Large","1","2","Large","2017-06-08 10:26:00","2017-06-08 10:41:00",1.45024910831936,1.04139268515823,2.49164179347759,1.14612803567824,0.428134794028789,-0.236643079452589,0.173076952352989,0.143645328848245,-2.23322008399861,-0.724551784525165,1.81822589361396,"76%","SW",0.431363764158987,"9.4mph","30.04in",2.59590937658821,TRUE,TRUE,FALSE,TRUE
"74","6/8/2017","4","Pair 2 Small","1","2","Small","2017-06-08 10:11:00","2017-06-08 10:26:00",1.30102999566398,0.778151250383644,2.07918124604762,1.11394335230684,0.430105303464141,-0.255283696714471,0.167418879833736,-0.234328050388691,-2.55622865740183,-1.08876853722623,1.80753502806885,"77%","West",0.544068044350276,"8.5mph","30.04in",2.48872693662131,TRUE,TRUE,FALSE,FALSE
"75","6/8/2017","4","Pair 4 Large","2","4","Large","2017-06-08 10:41:00","2017-06-08 10:56:00",1.70070371714502,1.39794000867204,3.09864372581706,1.20411998265592,-0.1627272974977,-0.109371780143211,-0.332080314682639,-0.585418320008745,-1.40675343055161,-1.42807825290726,1.82607480270083,"72%","SSW",0.544068044350276,"6.8mph","30.04in",2.62646868602922,TRUE,FALSE,FALSE,TRUE
"76","6/8/2017","4","Pair 4 Small","2","4","Small","2017-06-08 10:22:00","2017-06-08 10:37:00",1.43136376415899,1,2.43136376415899,1.23044892137827,0.146128035678238,-0.306008057224552,-0.180785200117616,-0.440691989092988,-2.15483112989989,-1.26407471625289,1.80753502806885,"77%","West",0.544068044350276,"8.5mph","30.04in",2.48872693662131,TRUE,FALSE,FALSE,TRUE
"77","6/8/2017","4","Pair 5 Large","2","5","Large","2017-06-08 10:22:00","2017-06-08 10:37:00",1.52891670027765,1.07918124604762,2.60809794632528,1.14612803567824,0.219125891280883,-0.29689459795504,-0.0743334481355848,-1.39751609992008,-2.01050269412963,-1.34925643543379,1.80753502806885,"77%","West",0.544068044350276,"8.5mph","30.04in",2.48872693662131,FALSE,FALSE,FALSE,TRUE
"78","6/8/2017","4","Pair 5 Small","2","5","Small","2017-06-08 10:05:00","2017-06-08 10:20:00",1.46538285144842,1.17609125905568,2.6414741105041,1.07918124604762,0.05595140532915,-0.363827598193703,-0.29978319045343,-0.584114131395301,-2.06352059551875,-1.20435225658924,1.8109042806687,"77%","SSW",0,"6mph","30.04in",2.42426894739439,FALSE,FALSE,FALSE,FALSE
"79","6/8/2017","4","Pair 6 Large","2","6","Large","2017-06-08 10:25:00","2017-06-08 10:40:00",1.54406804435028,1.47712125471966,3.02118929906994,1.46239799789896,0.193820026016113,-0.366086682450187,-0.170294288702614,-0.725869222795292,-2.83430638312757,-1.32276876599311,1.81822589361396,"76%","SW",0.431363764158987,"9.4mph","30.04in",2.59590937658821,TRUE,FALSE,FALSE,TRUE
"80","6/8/2017","4","Pair 6 Small","2","6","Small","2017-06-08 10:39:00","2017-06-08 10:54:00",1.48429983934679,1.23044892137827,2.71474876072506,0.602059991327962,0.0881360887005513,-0.189640267696944,-0.161918683755867,-0.339405003119602,-1.40182357127874,-1.22962984254732,1.82607480270083,"72%","SSW",0.544068044350276,"6.8mph","30.04in",2.62646868602922,TRUE,FALSE,FALSE,FALSE
"81","6/8/2017","4","Pair 7 Large","1","7","Large","2017-06-08 10:11:00","2017-06-08 10:27:00",1.49136169383427,1.44715803134222,2.93851972517649,0.301029995663981,0.122215878272827,-0.332073138107255,-0.240143372659319,-0.362135178065811,-1.90420252618714,-1.10477434007022,1.80753502806885,"77%","West",0.544068044350276,"8.5mph","30.04in",2.48872693662131,TRUE,TRUE,FALSE,FALSE
"82","6/8/2017","4","Pair 7 Small","1","7","Small","2017-06-08 10:32:00","2017-06-08 10:47:00",1.30102999566398,1,2.30102999566398,1.07918124604762,-0.0579919469776868,-0.220527198258449,-0.324049898591858,-0.553933923510769,-1.42919987725083,-1.34758763385131,1.81822589361396,"76%","SW",0.431363764158987,"9.4mph","30.04in",2.59590937658821,TRUE,TRUE,FALSE,FALSE
"83","6/8/2017","4","Pair 8 Large","1","8","Large","2017-06-08 10:04:00","2017-06-08 10:19:00",1.54406804435028,1.47712125471966,3.02118929906994,1.30102999566398,0.301029995663981,-0.296261255712237,-0.000271518909690074,-0.0201387637413329,-1.73397431233574,-0.604962613761272,1.8109042806687,"77%","SSW",0,"6mph","30.04in",2.42426894739439,FALSE,FALSE,FALSE,TRUE
"84","6/8/2017","4","Pair 8 Small","1","8","Small","2017-06-08 10:00:00","2017-06-08 10:15:00",1.44404479591808,1.14612803567824,2.59017283159631,0.301029995663981,0.193820026016113,-0.227298489362919,-0.0809219076239261,-0.382934100047079,-1.18754601669943,-1.10880131366304,1.8109042806687,"77%","SSW",0,"6mph","30.04in",2.42426894739439,FALSE,FALSE,FALSE,FALSE
